@relation df_subset
@attribute gender {'female','male'}
@attribute age numeric
@attribute d_age numeric
@attribute samerace {'0','1'}
@attribute importance_same_race numeric
@attribute field {'Acting','African-American Studies/History','American Studies','American Studies [Masters]','anthropology','Anthropology','Anthropology/Education','Applied Maths/Econs','Applied Physiology & Nutrition','Architecture','art education','Art Education','art history','Art History','Art History/medicine','Arts Administration','bilingual education','Bilingual Education','Biochemistry','Biochemistry & Molecular Biophysics','biochemistry/genetics','biology','Biology','Biology PhD','biomedical engineering','Biomedical engineering','Biomedical Engineering','biomedical informatics','Biomedical Informatics','biomedicine','biotechnology','Biotechnology','business','Business','Business- MBA','Business & International Affairs','Business [Finance & Marketing]','Business [MBA]','Business Administration','Business and International Affairs [MBA/MIA Dual Degree]','BUSINESS CONSULTING','business school','Business School','Business/ Finance/ Real Estate','Business/Law','Business; marketing','Business; Media','Cell Biology','chemistry','Chemistry','Classics','Climate-Earth and Environ. Science','climate change','Climate Dynamics','Clinical Psychology','Cognitive Studies in Education','Communications','Communications in Education','Comparative Literature','Computational Biochemsistry','Computer Science','Conservation biology','Consulting','Counseling Psychology','Creative Writing','Creative Writing - Nonfiction','Creative Writing [Nonfiction]','Curriculum and Teaching/Giftedness','Early Childhood Education','Earth and Environmental Science','Ecology','Economics','Economics and Political Science','Economics; English','Economics; Sociology','Ed.D. in higher education policy at TC','education','Education','EDUCATION','Education- Literacy Specialist','Education Administration','Education Leadership - Public School Administration','Education Policy','Educational Psychology','Electrical Engg.','electrical engineering','Electrical Engineering','ELECTRICAL ENGINEERING','elementary education','Elementary Education','Elementary Education - Preservice','Elementary/Childhood Education [MA]','engineering','Engineering','English','English and Comp Lit','English Education','Environmental Engineering','epidemiology','Epidemiology','film','Film','Finanace','Finance','Finance&Economics','Finance/Economics','Financial Engineering','financial math','french','Fundraising Management','General management/finance','genetics','Genetics','Genetics & Development','German Literature','GS Postbacc PreMed','GSAS','Health policy','Higher Ed. - M.A.','History','History [GSAS - PhD]','History of Religion','Human Rights','Human Rights: Middle East','Industrial Engineering','Industrial Engineering/Operations Research','Instructional Media and Technology','Instructional Tech & Media','Intellectual Property Law','International affairs','International Affairs','international affairs - economic development','International Affairs - Economic Policy','International Affairs and Public Health','International Affairs/Business','International Affairs/Finance','international affairs/international finance','International Business','International Development','International Educational Development','international finance and business','International Finance; Economic Policy','International Politics','International Relations','International Security Policy - SIPA','Intrernational Affairs','Japanese Literature','journalism','Journalism','law','Law','LAW','Law and English Literature [J.D./Ph.D.]','Law and Social Work','Law/Business','MA Biotechnology','MA in Quantitative Methods','MA Science Education','MA Teaching Social Studies','marine geophysics','Marketing','Master in Public Administration','Master of International Affairs','Masters in Public Administration','Masters of Industrial Engineering','Masters of Social Work','Masters of Social Work&Education','math','Math','math education','math of finance','Mathematical Finance','Mathematics','Mathematics; PhD','MBA','MBA - Private Equity / Real Estate','MBA / Master of International Affairs [SIPA]','MBA Finance','Mechanical Engineering','medical informatics','Medical Informatics','medicine','Medicine','medicine and biochemistry','MFA -Film','MFA  Poetry','MFA Acting Program','MFA Creative Writing','MFA Writing','microbiology','Microbiology','Modern Chinese Literature','Molecular Biology','money','Museum Anthropology','music education','Music Education','Neurobiology','Neuroscience','Neuroscience and Education','Neurosciences/Stem cells','Nonfiction writing','NonFiction Writing','nutrition','Nutrition','Nutrition/Genetics','Nutritiron','Operations Research','Operations Research [SEAS]','Organizational Psychology','philosophy','Philosophy','Philosophy [Ph.D.]','Philosophy and Physics','physics','Physics','physics [astrophysics]','Polish','political science','Political Science','psychology','Psychology','psychology and english','Public Administration','Public Health','Public Policy','QMSS','Religion','Religion; GSAS','School Psychology','SIPA-International Affairs','SIPA - Energy','SIPA / MIA','SOA -- writing','Social Studies Education','social work','Social work','Social Work','Social Work/SIPA','sociology','Sociology','Sociology and Education','Sociomedical Sciences- School of Public Health','Speech Language Pathology','Speech Languahe Pathology','speech pathology','Speech Pathology','Statistics','Stats','TC [Health Ed]','teaching of English','TESOL','Theater','Theatre Management & Producing','theory','Undergrad - GS','Urban Planning','working','Writing: Literary Nonfiction'}
@attribute pref_o_attractive numeric
@attribute pref_o_sincere numeric
@attribute pref_o_intelligence numeric
@attribute pref_o_funny numeric
@attribute pref_o_ambitious numeric
@attribute pref_o_shared_interests numeric
@attribute attractive_o numeric
@attribute sinsere_o numeric
@attribute intelligence_o numeric
@attribute funny_o numeric
@attribute ambitous_o numeric
@attribute shared_interests_o numeric
@attribute d_attractive_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_sinsere_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_intelligence_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_funny_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_ambitous_o {'[0-5]','[6-8]','[9-10]'}
@attribute d_shared_interests_o {'[0-5]','[6-8]','[9-10]'}
@attribute attractive_important numeric
@attribute sincere_important numeric
@attribute intellicence_important numeric
@attribute funny_important numeric
@attribute ambtition_important numeric
@attribute shared_interests_important numeric
@attribute d_attractive_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_sincere_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_intellicence_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_funny_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_ambtition_important {'[0-15]','[16-20]','[21-100]'}
@attribute d_shared_interests_important {'[0-15]','[16-20]','[21-100]'}
@attribute attractive numeric
@attribute sincere numeric
@attribute intelligence numeric
@attribute funny numeric
@attribute ambition numeric
@attribute d_attractive {'[0-5]','[6-8]','[9-10]'}
@attribute d_sincere {'[0-5]','[6-8]','[9-10]'}
@attribute d_intelligence {'[0-5]','[6-8]','[9-10]'}
@attribute d_funny {'[0-5]','[6-8]','[9-10]'}
@attribute d_ambition {'[0-5]','[6-8]','[9-10]'}
@attribute attractive_partner numeric
@attribute sincere_partner numeric
@attribute intelligence_partner numeric
@attribute funny_partner numeric
@attribute ambition_partner numeric
@attribute shared_interests_partner numeric
@attribute d_attractive_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_sincere_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_intelligence_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_funny_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_ambition_partner {'[0-5]','[6-8]','[9-10]'}
@attribute d_shared_interests_partner {'[0-5]','[6-8]','[9-10]'}
@attribute like numeric
@attribute guess_prob_liked numeric
@attribute d_like {'[0-5]','[6-8]','[9-10]'}
@attribute d_guess_prob_liked {'[0-4]','[5-6]','[7-10]'}
@attribute met numeric
@attribute match {'0','1'}
@data
'female',26,2,'0',1,'MBA',20,10,25,20,10,15,9,6,8,7,9,7,'[9-10]','[6-8]','[6-8]','[6-8]','[9-10]','[6-8]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,7,7,7,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,'[6-8]','[7-10]',0,'0'
'female',26,1,'0',1,'MBA',17,18,28,27,5,5,8,8,10,6,10,3,'[6-8]','[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,8,7,8,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',0,'0'
'female',26,2,'0',1,'MBA',50,10,10,10,10,10,7,9,10,8,10,9,'[6-8]','[9-10]','[9-10]','[6-8]','[9-10]','[9-10]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,8,7,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',0,'0'
'female',26,1,'0',1,'MBA',40,0,10,50,0,0,6,6,7,3,7,7,'[6-8]','[6-8]','[6-8]','[0-5]','[6-8]','[6-8]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,7,7,7,8,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',0,'0'
'female',26,1,'0',1,'MBA',30,15,15,20,5,15,9,8,8,6,7,6,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,7,7,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',0,'0'
'female',26,3,'0',1,'MBA',75,5,5,10,0,5,9,9,10,9,10,8,'[9-10]','[9-10]','[9-10]','[9-10]','[9-10]','[6-8]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',9,7,8,7,7,7,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',8,7,'[6-8]','[7-10]',0,'0'
'female',26,4,'1',1,'MBA',50,10,10,10,5,15,6,5,6,4,5,6,'[6-8]','[0-5]','[6-8]','[0-5]','[0-5]','[6-8]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,7,7,7,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,7,'[6-8]','[7-10]',0,'0'
'female',26,1,'0',1,'MBA',30,20,15,15,8,12,5,7,8,7,9,6,'[0-5]','[6-8]','[6-8]','[6-8]','[9-10]','[6-8]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',8,8,8,8,8,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',8,7,'[6-8]','[7-10]',0,'0'
'female',26,1,'1',1,'MBA',30,10,15,20,15,10,10,10,10,10,10,10,'[9-10]','[9-10]','[9-10]','[9-10]','[9-10]','[9-10]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',10,10,10,10,10,10,'[9-10]','[9-10]','[9-10]','[9-10]','[9-10]','[9-10]',10,10,'[9-10]','[7-10]',1,'1'
'female',26,0,'1',1,'MBA',25,20,10,20,15,10,7,8,9,7,9,0,'[6-8]','[6-8]','[9-10]','[6-8]','[9-10]','[0-5]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,8,8,7,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',0,'0'
'female',26,3,'0',1,'MBA',25,15,20,20,10,10,6,7,8,6,7,4,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',20,10,25,25,10,10,'[16-20]','[0-15]','[21-100]','[21-100]','[0-15]','[0-15]',8,7,8,8,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,7,6,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,6,'[6-8]','[5-6]',0,'0'
'female',26,8,'1',1,'Communications in Education',30,20,30,5,5,10,9.5,9,9.5,7,7,7,'[9-10]','[9-10]','[9-10]','[6-8]','[6-8]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',5,8,8,6,?,7,'[0-5]','[6-8]','[6-8]','[6-8]','[0-5]','[6-8]',6,8,'[6-8]','[7-10]',0,'0'
'female',26,4,'1',1,'Communications in Education',20.51,14.53,24.79,17.09,5.98,17.09,7,8,8,7,7,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',6,6,8,?,7,7,'[6-8]','[6-8]','[6-8]','[0-5]','[6-8]','[6-8]',6,6,'[6-8]','[5-6]',0,'1'
'female',26,3,'0',1,'Communications in Education',25,20,20,20,5,10,7,6,8,6,8,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',6,5,5,6,6,3,'[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',3,6,'[0-5]','[5-6]',0,'0'
'female',26,1,'0',1,'Communications in Education',25,25,25,15,10,0,8,10,10,8,10,8,'[6-8]','[9-10]','[9-10]','[6-8]','[9-10]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',6,4,?,4,4,6,'[6-8]','[0-5]','[0-5]','[0-5]','[0-5]','[6-8]',3,4,'[0-5]','[0-4]',0,'0'
'female',26,4,'1',1,'Communications in Education',31.58,10.53,15.79,21.05,10.53,10.53,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'female',26,1,'1',1,'Communications in Education',14,18,17,16,15,20,7,7,8,8,6,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',8,9,9,9,?,8,'[6-8]','[9-10]','[9-10]','[9-10]','[0-5]','[6-8]',9,7,'[9-10]','[7-10]',0,'1'
'female',26,1,'1',1,'Communications in Education',30,15,20,25,5,5,5,8,8,6,6,7,'[0-5]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',8,9,7,8,7,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]','[6-8]',9,5,'[9-10]','[5-6]',0,'0'
'female',26,2,'0',1,'Communications in Education',20,10,25,20,10,15,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'female',26,1,'1',1,'Communications in Education',17,18,28,27,5,5,10,9,10,8,9,9,'[9-10]','[9-10]','[9-10]','[6-8]','[9-10]','[9-10]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',7,4,?,6,6,3,'[6-8]','[0-5]','[0-5]','[6-8]','[6-8]','[0-5]',5,4,'[0-5]','[0-4]',?,'1'
'female',26,2,'1',1,'Communications in Education',50,10,10,10,10,10,6,3,5,4,4,1,'[6-8]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',7,8,?,7,5,4,'[6-8]','[6-8]','[0-5]','[6-8]','[0-5]','[0-5]',5,4,'[0-5]','[0-4]',0,'0'
'female',26,1,'1',1,'Communications in Education',40,0,10,50,0,0,5,8,7,1,7,4,'[0-5]','[6-8]','[6-8]','[0-5]','[6-8]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',6,7,7,?,?,1,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',4,1,'[0-5]','[0-4]',0,'0'
'female',26,1,'1',1,'Communications in Education',30,15,15,20,5,15,2,2,6,1,6,0,'[0-5]','[0-5]','[6-8]','[0-5]','[6-8]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',7,6,6,6,?,?,'[6-8]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',4,4,'[0-5]','[0-4]',0,'0'
'female',26,3,'0',1,'Communications in Education',75,5,5,10,0,5,6,5,8,6,5,1,'[6-8]','[0-5]','[6-8]','[6-8]','[0-5]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',9,8,?,?,?,1,'[9-10]','[6-8]','[0-5]','[0-5]','[0-5]','[0-5]',3,3,'[0-5]','[0-4]',0,'0'
'female',26,4,'0',1,'Communications in Education',50,10,10,10,5,15,5,7,5,5,4,3,'[0-5]','[6-8]','[0-5]','[0-5]','[0-5]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',7,5,5,5,6,1,'[6-8]','[0-5]','[0-5]','[0-5]','[6-8]','[0-5]',2,2,'[0-5]','[0-4]',0,'0'
'female',26,1,'1',1,'Communications in Education',30,20,15,15,8,12,2,4,3,1,3,1,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',9,6,6,6,?,1,'[9-10]','[6-8]','[6-8]','[6-8]','[0-5]','[0-5]',3,2,'[0-5]','[0-4]',0,'0'
'female',26,1,'0',1,'Communications in Education',30,10,15,20,15,10,9,9,9,8,8,7,'[9-10]','[9-10]','[9-10]','[6-8]','[6-8]','[6-8]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',6,5,7,?,5,2,'[6-8]','[0-5]','[6-8]','[0-5]','[0-5]','[0-5]',4,4,'[0-5]','[0-4]',0,'0'
'female',26,0,'0',1,'Communications in Education',25,20,10,20,15,10,5,7,7,4,8,2,'[0-5]','[6-8]','[6-8]','[0-5]','[6-8]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',4,8,?,4,?,?,'[0-5]','[6-8]','[0-5]','[0-5]','[0-5]','[0-5]',3,5,'[0-5]','[5-6]',0,'0'
'female',26,3,'1',1,'Communications in Education',25,15,20,20,10,10,6,7,8,5,8,4,'[6-8]','[6-8]','[6-8]','[0-5]','[6-8]','[0-5]',9,17,23,15,14,22,'[0-15]','[16-20]','[21-100]','[0-15]','[0-15]','[21-100]',7,10,2,9,8,'[6-8]','[9-10]','[0-5]','[9-10]','[6-8]',6,5,7,?,2,1,'[6-8]','[0-5]','[6-8]','[0-5]','[0-5]','[0-5]',4,4,'[0-5]','[0-4]',0,'0'
'female',24,10,'0',8,'psychology',30,20,30,5,5,10,9,10,9,8,9,6,'[9-10]','[9-10]','[9-10]','[6-8]','[9-10]','[6-8]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',4,4,5,2,6,2,'[0-5]','[0-5]','[0-5]','[0-5]','[6-8]','[0-5]',3,1,'[0-5]','[0-4]',0,'0'
'female',24,6,'0',8,'psychology',20.51,14.53,24.79,17.09,5.98,17.09,6,8,8,7,7,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',5,6,6,5,5,5,'[0-5]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',6,4,'[6-8]','[0-4]',0,'0'
'female',24,1,'0',8,'psychology',25,20,20,20,5,10,4,6,6,5,5,4,'[0-5]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',4,4,5,5,6,3,'[0-5]','[0-5]','[0-5]','[0-5]','[6-8]','[0-5]',4,1,'[0-5]','[0-4]',0,'0'
'female',24,3,'0',8,'psychology',25,25,25,15,10,0,9,8,8,6,7,7,'[9-10]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',6,8,7,7,8,5,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[0-5]',8,7,'[6-8]','[7-10]',0,'1'
'female',24,6,'0',8,'psychology',31.58,10.53,15.79,21.05,10.53,10.53,2,7,7,5,6,5,'[0-5]','[6-8]','[6-8]','[0-5]','[6-8]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',7,8,7,6,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,7,'[6-8]','[7-10]',0,'0'
'female',24,3,'0',8,'psychology',14,18,17,16,15,20,6,7,8,6,9,6,'[6-8]','[6-8]','[6-8]','[6-8]','[9-10]','[6-8]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',6,7,6,7,7,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',7,6,'[6-8]','[5-6]',0,'0'
'female',24,3,'0',8,'psychology',30,15,20,25,5,5,4,9,7,5,7,4,'[0-5]','[9-10]','[6-8]','[0-5]','[6-8]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',7,6,6,7,7,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',8,6,'[6-8]','[5-6]',0,'0'
'female',24,0,'1',8,'psychology',20,10,25,20,10,15,7,9,9,8,7,7,'[6-8]','[9-10]','[9-10]','[6-8]','[6-8]','[6-8]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',8,8,7,7,8,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',8,7,'[6-8]','[7-10]',0,'0'
'female',24,1,'0',8,'psychology',17,18,28,27,5,5,7,10,10,8,5,4,'[6-8]','[9-10]','[9-10]','[6-8]','[0-5]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',6,7,7,7,6,6,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',6,5,'[6-8]','[5-6]',1,'1'
'female',24,4,'0',8,'psychology',50,10,10,10,10,10,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'female',24,3,'0',8,'psychology',40,0,10,50,0,0,7,7,8,2,5,7,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[6-8]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',8,7,6,6,6,7,'[6-8]','[6-8]','[6-8]','[6-8]','[6-8]','[6-8]',9,6,'[9-10]','[5-6]',0,'1'
'female',24,3,'0',8,'psychology',30,15,15,20,5,15,8,5,?,?,?,?,'[6-8]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',7,6,6,4,4,4,'[6-8]','[6-8]','[6-8]','[0-5]','[0-5]','[0-5]',5,3,'[0-5]','[0-4]',0,'0'
'female',24,5,'0',8,'psychology',75,5,5,10,0,5,?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',?,?,?,?,?,?,'[0-5]','[0-5]','[0-5]','[0-5]','[0-5]','[0-5]',?,?,'[0-5]','[0-4]',?,'0'
'female',24,6,'0',8,'psychology',50,10,10,10,5,15,6,6,5,5,4,5,'[6-8]','[6-8]','[0-5]','[0-5]','[0-5]','[0-5]',20,30,10,10,10,20,'[16-20]','[21-100]','[0-15]','[0-15]','[0-15]','[16-20]',8,10,8,8,8,'[6-8]','[9-10]','[6-8]','[6-8]','[6-8]',6,7,7,5,6,5,'[6-8]','[6-8]','[6-8]','[0-5]','[6-8]','[0-5]',7,5,'[6-8]','[5-6]',0,'0'
