@relation fact
@attribute cap.diameter numeric
@attribute habitat {'d','g','h','l','m','p','u','w'}
@attribute class {'e','p'}
@data
10.29,'d','p'
7.41,'d','p'
8.95,'d','p'
10.55,'d','p'
8.34,'d','p'
8.27,'d','p'
7.98,'d','p'
10.94,'d','p'
8.52,'d','p'
7.95,'d','p'
5.13,'d','p'
7.42,'d','p'
9.49,'d','p'
6.19,'d','p'
7.56,'d','p'
7.32,'d','p'
8.33,'d','p'
10.1,'d','p'
7.1,'d','p'
7.92,'d','p'
8.47,'d','p'
4.87,'d','p'
6.56,'d','p'
7.64,'d','p'
8.76,'d','p'
8.11,'d','p'
8.04,'d','p'
7.12,'d','p'
9.44,'d','p'
8.38,'d','p'
7.8,'d','p'
6.36,'d','p'
8.83,'d','p'
7.5,'d','p'
8.54,'d','p'
5.41,'d','p'
7.91,'d','p'
7.93,'d','p'
11.46,'d','p'
7.21,'d','p'
9.34,'d','p'
8.56,'d','p'
9.14,'d','p'
10.2,'d','p'
7.52,'d','p'
8.64,'d','p'
7.21,'d','p'
6.73,'d','p'
8.78,'d','p'
10.51,'d','p'
9.11,'d','p'
6.91,'d','p'
8.56,'d','p'
7.85,'d','p'
8.15,'d','p'
9.43,'d','p'
8.27,'d','p'
9.92,'d','p'
7.7,'d','p'
10.56,'d','p'
8.68,'d','p'
9.08,'d','p'
6.69,'d','p'
10.2,'d','p'
8.21,'d','p'
9.88,'d','p'
8.63,'d','p'
5.85,'d','p'
7.48,'d','p'
6.78,'d','p'
6.51,'d','p'
10.68,'d','p'
8.28,'d','p'
9.52,'d','p'
9.73,'d','p'
7.67,'d','p'
7.93,'d','p'
8.29,'d','p'
8.13,'d','p'
7.39,'d','p'
5.52,'d','p'
8.09,'d','p'
9.99,'d','p'
7.65,'d','p'
10.47,'d','p'
7.73,'d','p'
10.66,'d','p'
6.94,'d','p'
11.1,'d','p'
9.84,'d','p'
7.53,'d','p'
7.81,'d','p'
8.41,'d','p'
7.48,'d','p'
7.46,'d','p'
6.23,'d','p'
7.25,'d','p'
10.58,'d','p'
6.81,'d','p'
6.38,'d','p'
7.85,'d','p'
5.76,'d','p'
8.34,'d','p'
8.43,'d','p'
9.05,'d','p'
5.76,'d','p'
8.71,'d','p'
8.63,'d','p'
8.31,'d','p'
7.22,'d','p'
7.96,'d','p'
6.94,'d','p'
7.19,'d','p'
9.09,'d','p'
5.97,'d','p'
7.8,'d','p'
8.09,'d','p'
6.56,'d','p'
7.49,'d','p'
5.83,'d','p'
9.05,'d','p'
6.92,'d','p'
10.07,'d','p'
7.36,'d','p'
9.71,'d','p'
8.54,'d','p'
4.92,'d','p'
8.37,'d','p'
9,'d','p'
5.82,'d','p'
9.42,'d','p'
10.22,'d','p'
7.63,'d','p'
8.13,'d','p'
6.6,'d','p'
4.36,'d','p'
5.07,'d','p'
3.81,'d','p'
3.83,'d','p'
3.86,'d','p'
3.24,'d','p'
3.92,'d','p'
3.99,'d','p'
3.14,'d','p'
3.71,'d','p'
5.12,'d','p'
3.63,'d','p'
3.19,'d','p'
3.13,'d','p'
2.94,'d','p'
3.63,'d','p'
4.07,'d','p'
4.35,'d','p'
3.27,'d','p'
3.25,'d','p'
4.48,'d','p'
4.04,'d','p'
4.75,'d','p'
4.05,'d','p'
4.4,'d','p'
4.15,'d','p'
4.34,'d','p'
3.92,'d','p'
3.97,'d','p'
3.22,'d','p'
4.48,'d','p'
3.84,'d','p'
4.52,'d','p'
4.11,'d','p'
3.66,'d','p'
4.12,'d','p'
4.47,'d','p'
4.99,'d','p'
4.27,'d','p'
3.02,'d','p'
3.55,'d','p'
4.46,'d','p'
3.9,'d','p'
3.91,'d','p'
3.01,'d','p'
2.77,'d','p'
3.99,'d','p'
4.41,'d','p'
4.83,'d','p'
3.79,'d','p'
4.8,'d','p'
4.09,'d','p'
3.73,'d','p'
3.91,'d','p'
2.89,'d','p'
3.52,'d','p'
4.7,'d','p'
3.39,'d','p'
4.38,'d','p'
4.14,'d','p'
4.4,'d','p'
4.04,'d','p'
4.44,'d','p'
4.35,'d','p'
4.49,'d','p'
3.54,'d','p'
4.08,'d','p'
4.55,'d','p'
4.17,'d','p'
4.36,'d','p'
3.39,'d','p'
3.41,'d','p'
3.28,'d','p'
4.19,'d','p'
4.15,'d','p'
4.07,'d','p'
3.68,'d','p'
3,'d','p'
3.55,'d','p'
5.21,'d','p'
4.29,'d','p'
5.13,'d','p'
3.21,'d','p'
3.58,'d','p'
3.83,'d','p'
3.92,'d','p'
3.99,'d','p'
3.69,'d','p'
4.24,'d','p'
4.36,'d','p'
3.77,'d','p'
3.97,'d','p'
4.76,'d','p'
4.38,'d','p'
3.79,'d','p'
3.29,'d','p'
5.28,'d','p'
3.27,'d','p'
4.55,'d','p'
4.5,'d','p'
4.19,'d','p'
3.49,'d','p'
4.31,'d','p'
4,'d','p'
4.6,'d','p'
4.59,'d','p'
4.91,'d','p'
4.39,'d','p'
3.27,'d','p'
4.63,'d','p'
4.98,'d','p'
5.08,'d','p'
4.73,'d','p'
4.56,'d','p'
5.2,'d','p'
3.23,'d','p'
4.58,'d','p'
4.09,'d','p'
3.92,'d','p'
4.99,'d','p'
4.2,'d','p'
3.59,'d','p'
4.22,'d','p'
4.74,'d','p'
2.73,'d','p'
3.84,'d','p'
3.45,'d','p'
4.15,'d','p'
4.29,'d','p'
5.12,'d','p'
3.43,'d','p'
2.52,'d','p'
3.78,'d','p'
3.32,'d','p'
5.34,'d','p'
3.77,'d','p'
3.26,'d','p'
4.01,'d','p'
4.69,'d','p'
4.37,'d','p'
3.89,'d','p'
4.97,'d','p'
3.48,'d','p'
4.07,'d','p'
4.16,'d','p'
3.53,'d','p'
2.93,'d','p'
4.02,'d','p'
3.73,'d','p'
4.5,'d','p'
4.09,'d','p'
5.12,'d','p'
4.72,'d','p'
4.17,'d','p'
3.07,'d','p'
4.89,'d','p'
4.18,'d','p'
2.86,'d','p'
4.46,'d','p'
4.09,'d','p'
3.11,'d','p'
5.29,'d','p'
3.96,'d','p'
4.27,'d','p'
3.25,'d','p'
4.54,'d','p'
3.26,'d','p'
4.02,'d','p'
3.65,'d','p'
2.96,'d','p'
5.37,'d','p'
4.05,'d','p'
5.48,'d','p'
4.41,'d','p'
4.34,'d','p'
5.37,'d','p'
4.23,'d','p'
5.21,'d','p'
3.99,'d','p'
3.56,'d','p'
3.92,'d','p'
3.78,'d','p'
4.54,'d','p'
3.9,'d','p'
3.77,'d','p'
4.49,'d','p'
4.55,'d','p'
3.91,'d','p'
3.79,'d','p'
4.61,'d','p'
4.62,'d','p'
4.38,'d','p'
4.62,'d','p'
4.2,'d','p'
4,'d','p'
3.79,'d','p'
3.79,'d','p'
4.59,'d','p'
4.25,'d','p'
3.85,'d','p'
4.75,'d','p'
4.49,'d','p'
4.49,'d','p'
3.87,'d','p'
3.58,'d','p'
4.94,'d','p'
3.92,'d','p'
4.04,'d','p'
3.13,'d','p'
3.02,'d','p'
2.88,'d','p'
5.49,'d','p'
3.31,'d','p'
2.9,'d','p'
4.34,'d','p'
5.55,'d','p'
3.56,'d','p'
3.84,'d','p'
3.55,'d','p'
4.46,'d','p'
3.6,'d','p'
5.05,'d','p'
3.67,'d','p'
3.1,'d','p'
4.96,'d','p'
3.49,'d','p'
5.07,'d','p'
5.58,'d','p'
3.8,'d','p'
4.15,'d','p'
3.83,'d','p'
5.05,'d','p'
3.85,'d','p'
3.36,'d','p'
4.53,'d','p'
4.69,'d','p'
5.06,'d','p'
5.74,'d','p'
4.43,'d','p'
3.25,'d','p'
4.1,'d','p'
4.52,'d','p'
4.46,'d','p'
4.63,'d','p'
4.21,'d','p'
3.48,'d','p'
3.17,'d','p'
4.61,'d','p'
3.62,'d','p'
4.16,'d','p'
4.64,'d','p'
3.56,'d','p'
4.56,'d','p'
4.73,'d','p'
4.09,'d','p'
4.63,'d','p'
4.51,'d','p'
3.34,'d','p'
3.48,'d','p'
4.7,'d','p'
5.06,'d','p'
4.77,'d','p'
4,'d','p'
3.02,'d','p'
4.05,'d','p'
4.05,'d','p'
3.88,'d','p'
4.69,'d','p'
3.69,'d','p'
3.54,'d','p'
4.32,'d','p'
4.87,'d','p'
3.82,'d','p'
3.9,'d','p'
4.47,'d','p'
2.41,'d','p'
3.89,'d','p'
4.41,'d','p'
5.79,'d','p'
3.94,'d','p'
4.62,'d','p'
3.78,'d','p'
3.67,'d','p'
3.84,'d','p'
4.14,'d','p'
5.47,'d','p'
3.9,'d','p'
4.59,'d','p'
2.91,'d','p'
4.43,'d','p'
4.19,'d','p'
4.27,'d','p'
4.71,'d','p'
3.98,'d','p'
4.04,'d','p'
4.19,'d','p'
4.43,'d','p'
3.85,'d','p'
3.81,'d','p'
4,'d','p'
4.44,'d','p'
3.12,'d','p'
4.42,'d','p'
3.13,'d','p'
4.77,'d','p'
4.11,'d','p'
4.51,'d','p'
4.36,'d','p'
3.58,'d','p'
4.67,'d','p'
3.36,'d','p'
4.1,'d','p'
3.84,'d','p'
5.39,'d','p'
4.3,'d','p'
3.56,'d','p'
3.8,'d','p'
4.06,'d','p'
4.76,'d','p'
3.52,'d','p'
4.34,'d','p'
4.11,'d','p'
4.04,'d','p'
4.7,'d','p'
4.64,'d','p'
4.19,'d','p'
5.26,'d','p'
3.95,'d','p'
3.5,'d','p'
4.29,'d','p'
4.47,'d','p'
4.16,'d','p'
3.58,'d','p'
4.28,'d','p'
4.62,'d','p'
3.28,'d','p'
4.63,'d','p'
3.33,'d','p'
3.92,'d','p'
3.54,'d','p'
4.24,'d','p'
3.71,'d','p'
3.12,'d','p'
3.59,'d','p'
2.85,'d','p'
3.23,'d','p'
2.99,'d','p'
4.74,'d','p'
3.29,'d','p'
3.45,'d','p'
2.94,'d','p'
3.51,'d','p'
3.04,'d','p'
5.46,'d','e'
6.42,'d','e'
5.53,'d','e'
6.47,'d','e'
5.24,'d','e'
4.98,'d','e'
6.32,'d','e'
6.45,'d','e'
4.29,'d','e'
4.86,'d','e'
5.09,'d','e'
4.2,'d','e'
5.36,'d','e'
5.04,'d','e'
6.69,'d','e'
5.77,'d','e'
5.77,'d','e'
7.01,'d','e'
6.27,'d','e'
4.99,'d','e'
5.5,'d','e'
6.74,'d','e'
5.58,'d','e'
5.45,'d','e'
4.36,'d','e'
5.09,'d','e'
5.02,'d','e'
5.01,'d','e'
5.95,'d','e'
5.4,'d','e'
5.35,'d','e'
5.42,'d','e'
5.78,'d','e'
5.19,'d','e'
5.74,'d','e'
4.11,'d','e'
6.15,'d','e'
5.57,'d','e'
5.17,'d','e'
4.89,'d','e'
5.69,'d','e'
5.92,'d','e'
5.76,'d','e'
5.92,'d','e'
4.52,'d','e'
6.31,'d','e'
4.97,'d','e'
5.65,'d','e'
7.21,'d','e'
5.65,'d','e'
5.43,'d','e'
5.41,'d','e'
4.03,'d','e'
5.92,'d','e'
6.88,'d','e'
3.99,'d','e'
5.83,'d','e'
5.15,'d','e'
6.1,'d','e'
6.38,'d','e'
6.58,'d','e'
5,'d','e'
6.07,'d','e'
3.64,'d','e'
5.83,'d','e'
5.67,'d','e'
6.58,'d','e'
6.07,'d','e'
4.87,'d','e'
4.61,'d','e'
4.9,'d','e'
6.23,'d','e'
5.74,'d','e'
3.82,'d','e'
5.63,'d','e'
5.2,'d','e'
6.01,'d','e'
5.68,'d','e'
5.58,'d','e'
5.35,'d','e'
6.96,'d','e'
4.39,'d','e'
5.06,'d','e'
5.51,'d','e'
5.14,'d','e'
6.42,'d','e'
5.71,'d','e'
5.66,'d','e'
4.39,'d','e'
7.28,'d','e'
5.52,'d','e'
6.34,'d','e'
5.11,'d','e'
5.56,'d','e'
5.87,'d','e'
5.08,'d','e'
6.26,'d','e'
4.65,'d','e'
4.9,'d','e'
4.14,'d','e'
5.75,'d','e'
5.42,'d','e'
5.76,'d','e'
4.13,'d','e'
5.61,'d','e'
5,'d','e'
6.31,'d','e'
6.45,'d','e'
5.51,'d','e'
4.97,'d','e'
6,'d','e'
3.8,'d','e'
4.15,'d','e'
6.48,'d','e'
5.82,'d','e'
4.11,'d','e'
6.31,'d','e'
4.71,'d','e'
4.55,'d','e'
4.56,'d','e'
4.88,'d','e'
6.92,'d','e'
5.96,'d','e'
5.44,'d','e'
5.54,'d','e'
5.85,'d','e'
4.94,'d','e'
4.18,'d','e'
4.84,'d','e'
5.16,'d','e'
4.74,'d','e'
5.47,'d','e'
7.32,'d','e'
6.69,'d','e'
5.91,'d','e'
5.79,'d','e'
4.8,'d','e'
7,'d','e'
5.78,'d','e'
6.32,'d','e'
4.42,'d','e'
5.71,'d','e'
5.01,'d','e'
5.56,'d','e'
4.37,'d','e'
4.9,'d','e'
4.99,'d','e'
5.37,'d','e'
3.7,'d','e'
5.42,'d','e'
6.44,'d','e'
4.64,'d','e'
4.71,'d','e'
5.47,'d','e'
3.24,'d','e'
5.41,'d','e'
4.58,'d','e'
4.78,'d','e'
5.04,'d','e'
4.56,'d','e'
6.07,'d','e'
5.24,'d','e'
4.53,'d','e'
6.75,'d','e'
4.76,'d','e'
6.14,'d','e'
5.84,'d','e'
6.52,'d','e'
4.86,'d','e'
7.74,'d','e'
6.32,'d','e'
5.15,'d','e'
5.03,'d','e'
5.43,'d','e'
3.62,'d','e'
4.91,'d','e'
6.62,'d','e'
4.74,'d','e'
4.72,'d','e'
4.12,'d','e'
5.9,'d','e'
5.66,'d','e'
4.82,'d','e'
5.45,'d','e'
5.34,'d','e'
5.31,'d','e'
4.36,'d','e'
5.5,'d','e'
6.59,'d','e'
5.86,'d','e'
5.18,'d','e'
5.96,'d','e'
5.84,'d','e'
5.95,'d','e'
5.77,'d','e'
4.44,'d','e'
5.64,'d','e'
4.86,'d','e'
5.7,'d','e'
6.65,'d','e'
5.16,'d','e'
5.32,'d','e'
5.35,'d','e'
5.3,'d','e'
5.14,'d','e'
5.08,'d','e'
6.09,'d','e'
6,'d','e'
5.05,'d','e'
6.26,'d','e'
4.72,'d','e'
5.6,'d','e'
5.59,'d','e'
5.71,'d','e'
6.67,'d','e'
5.69,'d','e'
4.61,'d','e'
4.29,'d','e'
6.81,'d','e'
5.42,'d','e'
4.09,'d','e'
5.32,'d','e'
5.36,'d','e'
3.66,'d','e'
5.89,'d','e'
5.16,'d','e'
5.05,'d','e'
6.62,'d','e'
4.87,'d','e'
5.1,'d','e'
4.91,'d','e'
6.1,'d','e'
6.28,'d','e'
5.57,'d','e'
4.98,'d','e'
5.75,'d','e'
5.89,'d','e'
5.24,'d','e'
6.05,'d','e'
7.01,'d','e'
6.55,'d','e'
5.94,'d','e'
4.55,'d','e'
5.12,'d','e'
5.47,'d','e'
5.27,'d','e'
6.43,'d','e'
6.51,'d','e'
5.47,'d','e'
6.73,'d','e'
5.79,'d','e'
4.93,'d','e'
6.24,'d','e'
5.04,'d','e'
5.22,'d','e'
6.56,'d','e'
5.91,'d','e'
5.14,'d','e'
5.55,'d','e'
5.8,'d','e'
4.98,'d','e'
5.08,'d','e'
4.76,'d','e'
6.86,'d','e'
4.55,'d','e'
6.27,'d','e'
5.45,'d','e'
5.54,'d','e'
5.25,'d','e'
5.51,'d','e'
4.32,'d','e'
5.12,'d','e'
5.14,'d','e'
4.75,'d','e'
6.86,'d','e'
6.36,'d','e'
5.43,'d','e'
5.14,'d','e'
4.84,'d','e'
4.52,'d','e'
5.44,'d','e'
4.12,'d','e'
4.7,'d','e'
4.4,'d','e'
5.05,'d','e'
3.85,'d','e'
6,'d','e'
5.53,'d','e'
6.2,'d','e'
6.16,'d','e'
6.04,'d','e'
4.38,'d','e'
5.97,'d','e'
6.03,'d','e'
6.37,'d','e'
4.06,'d','e'
5.57,'d','e'
6.19,'d','e'
4.86,'d','e'
4.18,'d','e'
4.48,'d','e'
6.18,'d','e'
6.68,'d','e'
5.43,'d','e'
5.26,'d','e'
5.93,'d','e'
6.56,'d','e'
5.06,'d','e'
5.46,'d','e'
6.34,'d','e'
4.69,'d','e'
5.01,'d','e'
4.19,'d','e'
4.67,'d','e'
5.83,'d','e'
4.57,'d','e'
4.01,'d','e'
4.81,'d','e'
5.9,'d','e'
5.87,'d','e'
3.34,'d','e'
4.68,'d','e'
6.93,'d','e'
6.38,'d','e'
5.26,'d','e'
5.68,'d','e'
6.38,'d','e'
6.93,'d','e'
5.13,'d','e'
6.32,'d','e'
4.83,'d','e'
6.27,'d','e'
4.42,'d','e'
5.3,'d','e'
5.39,'d','e'
4.16,'d','e'
3.93,'d','e'
6.14,'d','e'
6.01,'d','e'
6.6,'d','e'
5.95,'d','e'
5.11,'d','e'
6.87,'d','e'
5.09,'d','e'
5.86,'d','e'
6.21,'d','e'
5.55,'d','e'
5.4,'d','e'
5.62,'d','e'
5.71,'d','e'
4.48,'d','e'
5.85,'d','e'
4.54,'d','e'
5,'d','p'
4.56,'d','p'
4.55,'d','p'
2.92,'d','p'
3.78,'d','p'
5.36,'d','p'
3.98,'d','p'
3.18,'d','p'
3.4,'d','p'
4.74,'d','p'
3.82,'d','p'
2.7,'d','p'
4.29,'d','p'
5.08,'d','p'
4.93,'d','p'
3.82,'d','p'
3.26,'d','p'
2.9,'d','p'
3.24,'d','p'
4.16,'d','p'
4.25,'d','p'
4.28,'d','p'
4.61,'d','p'
4.68,'d','p'
4.58,'d','p'
4.5,'d','p'
3.7,'d','p'
4.03,'d','p'
4.02,'d','p'
4.49,'d','p'
3.92,'d','p'
3.69,'d','p'
4.37,'d','p'
4.28,'d','p'
3.75,'d','p'
3.51,'d','p'
4.59,'d','p'
3.54,'d','p'
2.32,'d','p'
4.05,'d','p'
3.92,'d','p'
4.27,'d','p'
4.5,'d','p'
3.38,'d','p'
3.2,'d','p'
4.63,'d','p'
4.17,'d','p'
4.02,'d','p'
3.53,'d','p'
3.31,'d','p'
3.65,'d','p'
3.81,'d','p'
3.56,'d','p'
3.7,'d','p'
3.55,'d','p'
4.45,'d','p'
3.71,'d','p'
3.77,'d','p'
3.86,'d','p'
2.97,'d','p'
3.92,'d','p'
3.69,'d','p'
3.39,'d','p'
4.04,'d','p'
4.53,'d','p'
5.13,'d','p'
4.05,'d','p'
3.33,'d','p'
4.51,'d','p'
4.46,'d','p'
4.69,'d','p'
3.46,'d','p'
4.55,'d','p'
4.88,'d','p'
3.56,'d','p'
3.26,'d','p'
3.81,'d','p'
3.99,'d','p'
3.7,'d','p'
4.77,'d','p'
4.08,'d','p'
3.32,'d','p'
4.12,'d','p'
3.15,'d','p'
4.43,'d','p'
4.24,'d','p'
4.01,'d','p'
3.47,'d','p'
2.95,'d','p'
5.88,'d','p'
4.35,'d','p'
3.84,'d','p'
3.8,'d','p'
3.99,'d','p'
3.83,'d','p'
3.63,'d','p'
4.2,'d','p'
4.35,'d','p'
3.35,'d','p'
3.12,'d','p'
4.31,'d','p'
3.58,'d','p'
3.5,'d','p'
4.55,'d','p'
3.93,'d','p'
4.47,'d','p'
3.15,'d','p'
5.2,'d','p'
5.28,'d','p'
4.81,'d','p'
5.05,'d','p'
4.24,'d','p'
5.59,'d','p'
3.04,'d','p'
5.08,'d','p'
4.61,'d','p'
3.48,'d','p'
3.28,'d','p'
4.45,'d','p'
3.5,'d','p'
4.09,'d','p'
4.29,'d','p'
4.01,'d','p'
4.62,'d','p'
2.95,'d','p'
3.4,'d','p'
3.91,'d','p'
4.22,'d','p'
4.38,'d','p'
4.02,'d','p'
3.83,'d','p'
3.95,'d','p'
4.45,'d','p'
3.43,'d','p'
4.39,'d','p'
3.97,'d','p'
4.72,'d','p'
3.95,'d','p'
4.15,'d','p'
4.98,'d','p'
3.5,'d','p'
3.65,'d','p'
4.68,'d','p'
3.2,'d','p'
5.18,'d','p'
3.99,'d','p'
3.24,'d','p'
3.65,'d','p'
5.01,'d','p'
3.9,'d','p'
4.01,'d','p'
5.21,'d','p'
2.67,'d','p'
3.51,'d','p'
3.84,'d','p'
5.25,'d','p'
4.07,'d','p'
3.44,'d','p'
3.73,'d','p'
3.29,'d','p'
4.16,'d','p'
4.63,'d','p'
3.52,'d','p'
4.27,'d','p'
2.92,'d','p'
5.02,'d','p'
4.1,'d','p'
3.16,'d','p'
4.53,'d','p'
4.18,'d','p'
3.6,'d','p'
2.92,'d','p'
2.75,'d','p'
4.89,'d','p'
3.07,'d','p'
4.69,'d','p'
4.31,'d','p'
3.72,'d','p'
3.67,'d','p'
4.13,'d','p'
5.25,'d','p'
4.24,'d','p'
4.99,'d','p'
4.69,'d','p'
2.9,'d','p'
4.06,'d','p'
3.91,'d','p'
3.54,'d','p'
3.33,'d','p'
3.37,'d','p'
4.56,'d','p'
4.07,'d','p'
4.53,'d','p'
4.1,'d','p'
3.62,'d','p'
3.65,'d','p'
3.7,'d','p'
4.02,'d','p'
3.85,'d','p'
4.88,'d','p'
4.04,'d','p'
4.54,'d','p'
2.62,'d','p'
3.99,'d','p'
4.26,'d','p'
3.98,'d','p'
4.51,'d','p'
3.38,'d','p'
4.18,'d','p'
4.89,'d','p'
4.42,'d','p'
3.71,'d','p'
5.02,'d','p'
4.07,'d','p'
4.66,'d','p'
4.28,'d','p'
4.16,'d','p'
5,'d','p'
3.18,'d','p'
4.31,'d','p'
3.99,'d','p'
4.46,'d','p'
4.33,'d','p'
3.72,'d','p'
2.56,'d','p'
3.91,'d','p'
3.67,'d','p'
4.29,'d','p'
5.73,'d','p'
3.41,'d','p'
4.16,'d','p'
4.2,'d','p'
2.57,'d','p'
4.98,'d','p'
5.19,'d','p'
3.44,'d','p'
4.42,'d','p'
4.13,'d','p'
3.16,'d','p'
3.48,'d','p'
5.38,'d','p'
4.04,'d','p'
3.52,'d','p'
4.34,'d','p'
4.63,'d','p'
2.6,'d','p'
3.61,'d','p'
4.11,'d','p'
2.48,'d','p'
3.88,'d','p'
4.74,'d','p'
3.98,'d','p'
3.97,'d','p'
4.76,'d','p'
4.2,'d','p'
4.22,'d','p'
5.31,'d','p'
3.28,'d','p'
3.71,'d','p'
3.78,'d','p'
4.14,'d','p'
3.47,'d','p'
3.11,'d','p'
2.19,'d','p'
2.83,'d','p'
3.82,'d','p'
3.82,'d','p'
4.7,'d','p'
3.57,'d','p'
4.4,'d','p'
3.73,'d','p'
2.88,'d','p'
4.08,'d','p'
4.34,'d','p'
4.06,'d','p'
3.24,'d','p'
2.98,'d','p'
5.12,'d','p'
3.71,'d','p'
3.93,'d','p'
4.36,'d','p'
3.42,'d','p'
4.16,'d','p'
3.13,'d','p'
4.4,'d','p'
4.69,'d','p'
4.47,'d','p'
4.72,'d','p'
4.3,'d','p'
3.62,'d','p'
3.34,'d','p'
3.68,'d','p'
4.97,'d','p'
3.48,'d','p'
3.69,'d','p'
5.05,'d','p'
3.2,'d','p'
4.19,'d','p'
6.28,'d','p'
3.19,'d','p'
2.92,'d','p'
2.09,'d','p'
3.47,'d','p'
4.32,'d','p'
5.33,'d','p'
4.34,'d','p'
3.85,'d','p'
3.18,'d','p'
3.95,'d','p'
3.35,'d','p'
3.71,'d','p'
4.4,'d','p'
4.54,'d','p'
4.05,'d','p'
3.02,'d','p'
4.62,'d','p'
3.29,'d','p'
3.66,'d','p'
4.88,'d','p'
3.74,'d','p'
4.74,'d','p'
3.39,'d','p'
4.25,'d','p'
4.08,'d','p'
4.93,'d','p'
4.26,'d','p'
4.17,'d','p'
4.95,'d','p'
3.99,'d','p'
3.79,'d','p'
4.86,'d','p'
3.91,'d','p'
4.4,'d','p'
4.65,'d','p'
3.84,'d','p'
4.41,'d','p'
3.71,'d','p'
3.55,'d','p'
4.5,'d','p'
4.11,'d','p'
3.17,'d','p'
4.7,'d','p'
3.88,'d','p'
3.81,'d','p'
3.12,'d','p'
3.83,'d','p'
4.12,'d','p'
3.52,'d','p'
3.91,'d','p'
3.2,'d','p'
3.7,'d','p'
4.06,'d','p'
4.71,'d','p'
6.68,'d','p'
6.61,'d','p'
5.9,'d','p'
5.76,'d','p'
5.85,'d','p'
6.31,'d','p'
6.49,'d','p'
5.97,'d','p'
6.41,'d','p'
5.81,'d','p'
5.36,'d','p'
6.02,'d','p'
4.74,'d','p'
5.83,'d','p'
5.92,'d','p'
5.58,'d','p'
6.89,'d','p'
5.88,'d','p'
6.31,'d','p'
6.09,'d','p'
6.03,'d','p'
7.23,'d','p'
6.3,'d','p'
4.87,'d','p'
6.68,'d','p'
6.19,'d','p'
4.8,'d','p'
5.94,'d','p'
6.12,'d','p'
6.12,'d','p'
6.46,'d','p'
6.11,'d','p'
6.22,'d','p'
4.86,'d','p'
6.16,'d','p'
4.02,'d','p'
6.53,'d','p'
4.8,'d','p'
5.65,'d','p'
6.45,'d','p'
5.43,'d','p'
5.58,'d','p'
6.3,'d','p'
5.06,'d','p'
7.43,'d','p'
6.78,'d','p'
6.69,'d','p'
6.06,'d','p'
4.58,'d','p'
7.39,'d','p'
5.85,'d','p'
4.53,'d','p'
6.73,'d','p'
5.26,'d','p'
6.17,'d','p'
6.07,'d','p'
5.88,'d','p'
7.4,'d','p'
5.19,'d','p'
5.74,'d','p'
4.92,'d','p'
6.12,'d','p'
6.63,'d','p'
6.64,'d','p'
5.73,'d','p'
7.33,'d','p'
6.31,'d','p'
5.56,'d','p'
6.21,'d','p'
5.86,'d','p'
5.86,'d','p'
5.73,'d','p'
4.7,'d','p'
4.68,'d','p'
6.16,'d','p'
5.06,'d','p'
6.99,'d','p'
5.82,'d','p'
5.46,'d','p'
6.37,'d','p'
6.26,'d','p'
5.81,'d','p'
6.31,'d','p'
4.57,'d','p'
6.36,'d','p'
4.97,'d','p'
4.51,'d','p'
6.35,'d','p'
5.06,'d','p'
5.38,'d','p'
5.83,'d','p'
5.96,'d','p'
6.52,'d','p'
6.29,'d','p'
7.36,'d','p'
6.7,'d','p'
6.31,'d','p'
6.28,'d','p'
5.18,'d','p'
5.53,'d','p'
5.82,'d','p'
5.62,'d','p'
6.24,'d','p'
6.68,'d','p'
6.37,'d','p'
7.04,'d','p'
6.44,'d','p'
7.13,'d','p'
5.88,'d','p'
5.49,'d','p'
6.56,'d','p'
6.45,'d','p'
5.77,'d','p'
4.8,'d','p'
6.17,'d','p'
6.01,'d','p'
6.34,'d','p'
5.79,'d','p'
6.47,'d','p'
6.68,'d','p'
5.67,'d','p'
6.29,'d','p'
4.76,'d','p'
6.68,'d','p'
5.43,'d','p'
5.13,'d','p'
6.55,'d','p'
6.28,'d','p'
6.64,'d','p'
5.59,'d','p'
6.41,'d','p'
5.23,'d','p'
7.19,'d','p'
3.61,'d','p'
6.52,'d','p'
6.16,'d','p'
6.29,'d','p'
6.52,'d','p'
6.17,'d','p'
5.95,'d','p'
5.59,'d','p'
5.63,'d','p'
7.55,'d','p'
7.24,'d','p'
5.19,'d','p'
6.28,'d','p'
4.94,'d','p'
6.22,'d','p'
6.39,'d','p'
6.19,'d','p'
5.24,'d','p'
5.73,'d','p'
5.5,'d','p'
6.29,'d','p'
6.33,'d','p'
5.94,'d','p'
6.43,'d','p'
5.98,'d','p'
5.72,'d','p'
6.34,'d','p'
6.51,'d','p'
6.18,'d','p'
7.76,'d','p'
5.36,'d','p'
6.23,'d','p'
5.75,'d','p'
6.3,'d','p'
7.05,'d','p'
6.32,'d','p'
5.42,'d','p'
6.63,'d','p'
5.94,'d','p'
6.32,'d','p'
6.09,'d','p'
6.16,'d','p'
6.41,'d','p'
5.66,'d','p'
6.84,'d','p'
5.22,'d','p'
6.39,'d','p'
4.92,'d','p'
5.9,'d','p'
4.69,'d','p'
6.84,'d','p'
7.25,'d','p'
6.63,'d','p'
7,'d','p'
5.64,'d','p'
6.11,'d','p'
6.69,'d','p'
6.37,'d','p'
5.17,'d','p'
7.06,'d','p'
6.08,'d','p'
5.76,'d','p'
5.7,'d','p'
5,'d','p'
6.06,'d','p'
4.4,'d','p'
6.35,'d','p'
5.16,'d','p'
5.99,'d','p'
